id_usuario,rol_mensaje,mensaje,nivel_riesgo,creado_en
377,user,La carga académica es muy pesada.,Medio,2026-02-28 23:10:00
291,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-12 23:00:00
291,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-12 23:02:00
474,user,¿Hay recursos de apoyo disponibles?,Alto,2026-02-06 18:00:00
474,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-02-06 18:01:00
474,user,Me siento bien hoy.,Alto,2026-02-06 18:12:00
474,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-06 18:06:00
453,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-19 20:00:00
453,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-19 20:07:00
453,user,La carga académica es muy pesada.,Medio,2026-03-19 20:06:00
146,user,Me siento bien hoy.,Alto,2026-04-05 22:00:00
146,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-04-05 22:03:00
146,user,La carga académica es muy pesada.,Alto,2026-04-05 22:10:00
361,user,Necesito ayuda para organizarme.,Medio,2026-02-07 23:00:00
361,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-07 23:03:00
361,user,Me siento estresado con la carga de trabajo.,Medio,2026-02-07 23:14:00
361,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-07 23:12:00
363,user,Me siento bien hoy.,Medio,2026-06-30 04:00:00
363,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-30 04:05:00
363,user,No he dormido bien esta semana.,Medio,2026-06-30 04:08:00
363,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-30 04:12:00
243,user,Me siento motivado pero cansado.,Medio,2026-02-14 00:00:00
243,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-14 00:06:00
243,user,Necesito ayuda para organizarme.,Medio,2026-02-14 00:14:00
341,user,Me siento estresado con la carga de trabajo.,Medio,2026-01-23 21:00:00
341,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-23 21:08:00
341,user,Necesito ayuda para organizarme.,Medio,2026-01-23 21:12:00
341,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-23 21:06:00
99,user,Me siento estresado con la carga de trabajo.,Medio,2026-04-03 18:00:00
99,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-03 18:08:00
99,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-03 18:14:00
378,user,¿Hay recursos de apoyo disponibles?,Alto,2026-03-18 20:00:00
378,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-03-18 20:07:00
378,user,La carga académica es muy pesada.,Alto,2026-03-18 20:02:00
378,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-03-18 20:06:00
219,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-25 01:00:00
219,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-25 01:04:00
491,user,No he dormido bien esta semana.,Medio,2026-02-19 18:00:00
491,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-19 18:06:00
238,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-12 16:00:00
238,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-12 16:02:00
238,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-12 16:08:00
443,user,Me siento estresado con la carga de trabajo.,Medio,2026-02-08 03:00:00
443,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-08 03:06:00
443,user,No he dormido bien esta semana.,Medio,2026-02-08 03:16:00
443,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-08 03:21:00
361,user,Me siento bien hoy.,Medio,2026-05-16 02:00:00
361,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-16 02:03:00
361,user,Necesito ayuda para organizarme.,Medio,2026-05-16 02:06:00
361,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-16 02:18:00
361,user,La carga académica es muy pesada.,Medio,2026-05-16 02:28:00
309,user,¿Hay recursos de apoyo disponibles?,Alto,2026-02-02 21:00:00
309,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-02-02 21:03:00
309,user,Me siento bien hoy.,Alto,2026-02-02 21:12:00
309,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-02 21:18:00
309,user,Tengo problemas para concentrarme.,Alto,2026-02-02 21:04:00
316,user,Me siento motivado pero cansado.,Medio,2026-04-26 17:00:00
316,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-26 17:04:00
316,user,La carga académica es muy pesada.,Medio,2026-04-26 17:14:00
51,user,La carga académica es muy pesada.,Medio,2026-07-01 18:00:00
51,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-01 18:08:00
51,user,Me siento estresado con la carga de trabajo.,Medio,2026-07-01 18:10:00
51,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-07-01 18:09:00
87,user,Necesito ayuda para organizarme.,Medio,2026-05-27 17:00:00
87,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-27 17:07:00
415,user,Me siento motivado pero cansado.,Medio,2026-02-25 21:00:00
415,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-25 21:07:00
415,user,Estoy preocupado por mis calificaciones.,Medio,2026-02-25 21:02:00
415,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-25 21:21:00
415,user,La carga académica es muy pesada.,Medio,2026-02-25 21:08:00
313,user,Necesito ayuda para organizarme.,Medio,2026-05-11 00:00:00
313,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-11 00:03:00
313,user,Estoy preocupado por mis calificaciones.,Medio,2026-05-11 00:14:00
313,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-11 00:06:00
313,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-11 00:04:00
176,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-15 20:00:00
176,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-15 20:05:00
176,user,Me siento estresado con la carga de trabajo.,Medio,2026-06-15 20:04:00
176,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-15 20:24:00
176,user,Necesito ayuda para organizarme.,Medio,2026-06-15 20:04:00
459,user,Me siento estresado con la carga de trabajo.,Medio,2026-04-19 20:00:00
459,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-19 20:05:00
459,user,Necesito ayuda para organizarme.,Medio,2026-04-19 20:14:00
459,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-19 20:24:00
170,user,Necesito ayuda para organizarme.,Alto,2026-01-25 01:00:00
170,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-01-25 01:07:00
131,user,Me siento motivado pero cansado.,Medio,2026-05-31 17:00:00
131,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-31 17:06:00
131,user,Me siento motivado pero cansado.,Medio,2026-05-31 17:08:00
474,user,Necesito ayuda para organizarme.,Medio,2026-05-30 01:00:00
474,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-30 01:03:00
315,user,Tengo problemas para concentrarme.,Medio,2026-06-28 04:00:00
315,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-28 04:05:00
315,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-28 04:14:00
315,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-28 04:09:00
315,user,La carga académica es muy pesada.,Medio,2026-06-28 04:08:00
432,user,¿Hay recursos de apoyo disponibles?,Alto,2026-02-14 04:00:00
432,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-14 04:04:00
432,user,Me siento estresado con la carga de trabajo.,Alto,2026-02-14 04:12:00
297,user,La carga académica es muy pesada.,Alto,2026-05-06 20:00:00
297,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-05-06 20:07:00
297,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-05-06 20:10:00
143,user,La carga académica es muy pesada.,Medio,2026-03-09 16:00:00
143,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-09 16:06:00
143,user,No he dormido bien esta semana.,Medio,2026-03-09 16:08:00
119,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-08 19:00:00
119,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-08 19:07:00
119,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-08 19:12:00
119,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-08 19:21:00
247,user,Me siento motivado pero cansado.,Medio,2026-01-18 21:00:00
247,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-18 21:08:00
247,user,Me siento bien hoy.,Medio,2026-01-18 21:06:00
247,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-18 21:21:00
134,user,Tengo problemas para concentrarme.,Medio,2026-07-04 01:00:00
134,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-07-04 01:04:00
134,user,Tengo problemas para concentrarme.,Medio,2026-07-04 01:12:00
134,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-07-04 01:15:00
134,user,Necesito ayuda para organizarme.,Medio,2026-07-04 01:32:00
349,user,¿Hay recursos de apoyo disponibles?,Medio,2026-02-24 01:00:00
349,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-24 01:01:00
349,user,La carga académica es muy pesada.,Medio,2026-02-24 01:16:00
349,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-24 01:21:00
475,user,No he dormido bien esta semana.,Medio,2026-04-22 01:00:00
475,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-22 01:04:00
60,user,Tengo problemas para concentrarme.,Medio,2026-03-01 18:00:00
60,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-01 18:04:00
60,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-01 18:10:00
60,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-01 18:18:00
60,user,No he dormido bien esta semana.,Medio,2026-03-01 18:24:00
261,user,Me siento motivado pero cansado.,Alto,2026-04-25 19:00:00
261,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-04-25 19:08:00
261,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-04-25 19:06:00
261,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-04-25 19:15:00
261,user,Me siento estresado con la carga de trabajo.,Alto,2026-04-25 19:24:00
394,user,¿Hay recursos de apoyo disponibles?,Medio,2026-03-01 02:00:00
394,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-01 02:07:00
394,user,Me siento bien hoy.,Medio,2026-03-01 02:02:00
394,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-01 02:12:00
394,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-01 02:08:00
310,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-04-29 16:00:00
310,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-29 16:02:00
310,user,Necesito ayuda para organizarme.,Medio,2026-04-29 16:02:00
384,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-07-01 22:00:00
384,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-07-01 22:04:00
384,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-07-01 22:16:00
483,user,Me siento estresado con la carga de trabajo.,Medio,2026-03-07 21:00:00
483,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-07 21:08:00
239,user,Me siento motivado pero cansado.,Medio,2026-06-18 23:00:00
239,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-18 23:06:00
239,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-06-18 23:08:00
240,user,Tengo problemas para concentrarme.,Medio,2026-02-01 16:00:00
240,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-01 16:02:00
240,user,Estoy preocupado por mis calificaciones.,Medio,2026-02-01 16:10:00
240,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-01 16:06:00
240,user,¿Hay recursos de apoyo disponibles?,Medio,2026-02-01 16:04:00
228,user,Me siento estresado con la carga de trabajo.,Alto,2026-01-30 20:00:00
228,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-01-30 20:08:00
228,user,Estoy preocupado por mis calificaciones.,Alto,2026-01-30 20:04:00
228,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-01-30 20:09:00
228,user,La carga académica es muy pesada.,Alto,2026-01-30 20:08:00
373,user,Me siento motivado pero cansado.,Medio,2026-05-01 02:00:00
373,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-01 02:02:00
373,user,Necesito ayuda para organizarme.,Medio,2026-05-01 02:04:00
238,user,Necesito ayuda para organizarme.,Medio,2026-05-21 04:00:00
238,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-21 04:08:00
238,user,Necesito ayuda para organizarme.,Medio,2026-05-21 04:16:00
238,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-21 04:15:00
294,user,Me siento estresado con la carga de trabajo.,Medio,2026-01-25 04:00:00
294,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-25 04:06:00
294,user,La carga académica es muy pesada.,Medio,2026-01-25 04:10:00
294,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-25 04:09:00
294,user,La carga académica es muy pesada.,Alto,2026-05-17 03:00:00
294,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-05-17 03:03:00
294,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-05-17 03:10:00
294,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-05-17 03:15:00
294,user,Me siento bien hoy.,Alto,2026-05-17 03:04:00
439,user,Necesito ayuda para organizarme.,Medio,2026-04-02 18:00:00
439,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-02 18:03:00
439,user,Necesito ayuda para organizarme.,Medio,2026-04-02 18:06:00
439,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-02 18:18:00
271,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-20 02:00:00
271,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-20 02:01:00
271,user,No he dormido bien esta semana.,Medio,2026-05-20 02:12:00
271,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-20 02:15:00
271,user,Me siento bien hoy.,Medio,2026-05-20 02:16:00
80,user,Me siento motivado pero cansado.,Medio,2026-02-15 02:00:00
80,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-15 02:04:00
80,user,Me siento bien hoy.,Medio,2026-02-15 02:12:00
80,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-15 02:03:00
80,user,Estoy preocupado por mis calificaciones.,Medio,2026-02-15 02:08:00
491,user,Me siento estresado con la carga de trabajo.,Medio,2026-02-01 20:00:00
491,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-01 20:04:00
129,user,Me siento bien hoy.,Medio,2026-03-03 03:00:00
129,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-03 03:01:00
129,user,¿Hay recursos de apoyo disponibles?,Medio,2026-03-03 03:10:00
286,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-05 03:00:00
286,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-05 03:04:00
120,user,No he dormido bien esta semana.,Alto,2026-06-12 23:00:00
120,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-06-12 23:02:00
120,user,Me siento bien hoy.,Alto,2026-06-12 23:16:00
120,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-06-12 23:24:00
120,user,No he dormido bien esta semana.,Alto,2026-06-12 23:32:00
105,user,¿Hay recursos de apoyo disponibles?,Medio,2026-06-14 19:00:00
105,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-14 19:07:00
105,user,No he dormido bien esta semana.,Medio,2026-06-14 19:16:00
105,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-14 19:12:00
305,user,La carga académica es muy pesada.,Medio,2026-06-22 04:00:00
305,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-22 04:05:00
256,user,La carga académica es muy pesada.,Medio,2026-04-10 00:00:00
256,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-10 00:04:00
256,user,Necesito ayuda para organizarme.,Medio,2026-04-10 00:10:00
256,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-10 00:15:00
324,user,Me siento motivado pero cansado.,Medio,2026-03-02 23:00:00
324,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-02 23:02:00
324,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-02 23:10:00
324,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-02 23:24:00
324,user,Necesito ayuda para organizarme.,Medio,2026-03-02 23:12:00
103,user,Necesito ayuda para organizarme.,Medio,2026-03-15 19:00:00
103,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-15 19:05:00
103,user,¿Hay recursos de apoyo disponibles?,Medio,2026-03-15 19:08:00
103,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-15 19:09:00
169,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-04-27 04:00:00
169,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-04-27 04:08:00
169,user,¿Hay recursos de apoyo disponibles?,Alto,2026-04-27 04:14:00
403,user,Necesito ayuda para organizarme.,Medio,2026-03-14 20:00:00
403,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-14 20:06:00
403,user,Necesito ayuda para organizarme.,Medio,2026-03-14 20:12:00
403,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-14 20:15:00
221,user,Me siento estresado con la carga de trabajo.,Medio,2026-05-01 16:00:00
221,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-01 16:03:00
221,user,Me siento motivado pero cansado.,Medio,2026-05-01 16:10:00
221,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-01 16:12:00
221,user,Me siento bien hoy.,Medio,2026-05-01 16:20:00
154,user,Necesito ayuda para organizarme.,Medio,2026-01-21 21:00:00
154,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-21 21:08:00
154,user,La carga académica es muy pesada.,Medio,2026-01-21 21:04:00
154,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-21 21:12:00
154,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-01-21 21:24:00
374,user,Estoy preocupado por mis calificaciones.,Alto,2026-06-15 23:00:00
374,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-06-15 23:05:00
314,user,La carga académica es muy pesada.,Medio,2026-01-30 17:00:00
314,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-30 17:05:00
314,user,No he dormido bien esta semana.,Medio,2026-01-30 17:16:00
314,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-30 17:06:00
170,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-30 18:00:00
170,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-30 18:02:00
170,user,Me siento motivado pero cansado.,Medio,2026-04-30 18:08:00
170,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-30 18:15:00
289,user,Necesito ayuda para organizarme.,Medio,2026-03-31 03:00:00
289,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-31 03:04:00
98,user,Necesito ayuda para organizarme.,Alto,2026-03-14 23:00:00
98,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-03-14 23:05:00
98,user,La carga académica es muy pesada.,Alto,2026-03-14 23:02:00
98,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-03-14 23:06:00
332,user,Tengo problemas para concentrarme.,Medio,2026-04-27 04:00:00
332,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-27 04:06:00
12,user,Tengo problemas para concentrarme.,Medio,2026-01-24 00:00:00
12,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-24 00:06:00
12,user,No he dormido bien esta semana.,Medio,2026-01-24 00:04:00
12,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-24 00:06:00
502,user,¿Hay recursos de apoyo disponibles?,Medio,2026-02-13 00:00:00
502,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-13 00:04:00
388,user,Me siento motivado pero cansado.,Medio,2026-07-09 22:00:00
388,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-09 22:06:00
388,user,No he dormido bien esta semana.,Medio,2026-07-09 22:06:00
388,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-09 22:18:00
388,user,Me siento motivado pero cansado.,Medio,2026-07-09 22:28:00
459,user,Me siento estresado con la carga de trabajo.,Medio,2026-06-11 20:00:00
459,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-11 20:06:00
459,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-11 20:06:00
459,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-11 20:12:00
459,user,¿Hay recursos de apoyo disponibles?,Medio,2026-06-11 20:24:00
276,user,¿Hay recursos de apoyo disponibles?,Medio,2026-07-04 19:00:00
276,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-07-04 19:03:00
276,user,Me siento bien hoy.,Medio,2026-07-04 19:10:00
276,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-07-04 19:06:00
17,user,Tengo problemas para concentrarme.,Alto,2026-01-26 04:00:00
17,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-01-26 04:06:00
17,user,Necesito ayuda para organizarme.,Alto,2026-01-26 04:08:00
340,user,Me siento bien hoy.,Medio,2026-04-02 18:00:00
340,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-02 18:01:00
340,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-04-02 18:16:00
340,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-02 18:21:00
17,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-09 22:00:00
17,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-09 22:07:00
17,user,¿Hay recursos de apoyo disponibles?,Medio,2026-03-09 22:04:00
17,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-09 22:09:00
17,user,Tengo problemas para concentrarme.,Medio,2026-03-09 22:08:00
87,user,Necesito ayuda para organizarme.,Alto,2026-02-14 23:00:00
87,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-02-14 23:04:00
87,user,No he dormido bien esta semana.,Alto,2026-02-14 23:12:00
87,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-14 23:15:00
264,user,Estoy preocupado por mis calificaciones.,Medio,2026-05-11 16:00:00
264,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-11 16:06:00
264,user,La carga académica es muy pesada.,Medio,2026-05-11 16:04:00
264,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-11 16:15:00
264,user,Me siento bien hoy.,Medio,2026-05-11 16:08:00
337,user,La carga académica es muy pesada.,Alto,2026-04-24 23:00:00
337,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-04-24 23:03:00
437,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-06-08 16:00:00
437,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-08 16:01:00
437,user,¿Hay recursos de apoyo disponibles?,Medio,2026-06-08 16:08:00
447,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-31 21:00:00
447,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-31 21:03:00
447,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-31 21:12:00
